image,epoch,step,reconstructed_image,total_loss,reconstruction_mse,mean_energy,mean_order_parameter,order_parameter_susceptibility
monalisa.jpg,96,96,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0096.png,-0.02653311751782894,0.0038467589765787125,-3.03798770904541,0.10979844629764557,0.0026115775108337402
monalisa.jpg,97,97,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0097.png,-0.027616485953330994,0.0035760069731622934,-3.1192493438720703,0.11965644359588623,0.009857997298240662
monalisa.jpg,98,98,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0098.png,-0.028045447543263435,0.004004971589893103,-3.2050418853759766,0.12747785449028015,0.007821410894393921
monalisa.jpg,99,99,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0099.png,-0.029053017497062683,0.0035738451406359673,-3.262686252593994,0.12773549556732178,0.000257641077041626
monalisa.jpg,100,100,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0100.png,-0.029749944806098938,0.0036033205687999725,-3.3353264331817627,0.13286569714546204,0.005130201578140259
monalisa.jpg,101,101,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0101.png,-0.030470110476017,0.0037651327438652515,-3.4235243797302246,0.1395493447780609,0.006683647632598877
monalisa.jpg,102,102,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0102.png,-0.031429145485162735,0.003434552578255534,-3.486370086669922,0.1401747763156891,0.0006254315376281738
monalisa.jpg,103,103,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0103.png,-0.031981032341718674,0.0034597855992615223,-3.544081926345825,0.1401256024837494,4.9173831939697266e-05
monalisa.jpg,104,104,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0104.png,-0.03292972594499588,0.0033416952937841415,-3.6271419525146484,0.14560964703559875,0.005484044551849365
monalisa.jpg,105,105,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0105.png,-0.0335833914577961,0.0034629355650395155,-3.7046327590942383,0.14952650666236877,0.0039168596267700195
monalisa.jpg,106,106,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0106.png,-0.03411051258444786,0.003536042757332325,-3.764655590057373,0.15015795826911926,0.0006314516067504883
monalisa.jpg,107,107,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0107.png,-0.03515413776040077,0.003306278260424733,-3.846041679382324,0.1523267775774002,0.002168819308280945
monalisa.jpg,108,108,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0108.png,-0.03557915985584259,0.003626755438745022,-3.9205918312072754,0.15673893690109253,0.004412159323692322
